trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
"409.TA.92-28-j22-1.3.R","04:43:00","04:43:00","8593012-1",16,0,0
"409.TA.92-28-j22-1.3.R","04:44:00","04:44:00","8593014-2",17,0,0
"409.TA.92-28-j22-1.3.R","04:45:00","04:45:00","8593021-2",18,0,0
"409.TA.92-28-j22-1.3.R","04:46:00","04:46:00","8592929-1",19,0,0
"409.TA.92-28-j22-1.3.R","04:48:00","04:48:00","8592775-3",20,0,0
"1.TA.92-28-j22-1.1.H","05:48:00","05:48:00","8592775-5",1,0,0
"1.TA.92-28-j22-1.1.H","05:49:00","05:49:00","8592929-2",2,0,0
"1.TA.92-28-j22-1.1.H","05:49:00","05:49:00","8593021-1",3,0,0
"1.TA.92-28-j22-1.1.H","05:50:00","05:50:00","8593014-1",4,0,0
"1.TA.92-28-j22-1.1.H","05:51:00","05:51:00","8593012-2",5,0,0
"1.TA.92-28-j22-1.1.H","05:52:00","05:52:00","8587924-3",6,0,0
"1.TA.92-28-j22-1.1.H","05:54:00","05:54:00","8508108-2",8,0,0
"1.TA.92-28-j22-1.1.H","05:55:00","05:55:00","8593144-4",9,0,0
"1.TA.92-28-j22-1.1.H","05:56:00","05:56:00","8593151-1",10,0,0
"1.TA.92-28-j22-1.1.H","05:58:00","05:58:00","8593154-1",11,0,0
"1.TA.92-28-j22-1.1.H","05:59:00","05:59:00","8593173-1",12,0,0
"1.TA.92-28-j22-1.1.H","06:00:00","06:00:00","8593154-1",13,0,0
"1.TA.92-28-j22-1.1.H","06:01:00","06:01:00","8593159-2",14,0,0
"1.TA.92-28-j22-1.1.H","06:01:00","06:01:00","8593137-2",15,0,0
"1.TA.92-28-j22-1.1.H","06:02:00","06:02:00","8593167-3",16,0,0
"1.TA.92-28-j22-1.1.H","06:05:00","06:05:00","8592978-1",17,0,0
"1.TA.92-28-j22-1.1.H","06:06:00","06:06:00","8592975-1",18,0,0
"1.TA.92-28-j22-1.1.H","06:07:00","06:07:00","8587418-5",19,0,0
"224.TA.92-2-j22-1.7.H","24:46:00","24:46:00","8587059-4",1,0,0
"224.TA.92-2-j22-1.7.H","24:46:00","24:46:00","8592876-2",2,0,0
"224.TA.92-2-j22-1.7.H","24:48:00","24:48:00","8592854-1",3,0,0
"224.TA.92-2-j22-1.7.H","24:48:00","24:48:00","8592925-3",4,0,0
"224.TA.92-2-j22-1.7.H","24:50:00","24:50:00","8592900-2",5,0,0
"224.TA.92-2-j22-1.7.H","24:51:00","24:51:00","8592883-1",6,0,0
"224.TA.92-2-j22-1.7.H","24:52:00","24:52:00","8592856-2",7,0,0
"224.TA.92-2-j22-1.7.H","24:53:00","24:53:00","8592862-3",8,0,0
"224.TA.92-2-j22-1.7.H","24:55:00","24:55:00","8587387-6",9,0,0
"224.TA.92-2-j22-1.7.H","24:56:00","24:56:00","8595022-1",10,0,0
"224.TA.92-2-j22-1.7.H","24:58:00","24:58:00","8592804-1",11,0,0
"224.TA.92-2-j22-1.7.H","24:59:00","24:59:00","8592868-1",12,0,0
"224.TA.92-2-j22-1.7.H","25:02:00","25:02:00","8592908-2",13,0,0
"224.TA.92-2-j22-1.7.H","25:02:00","25:02:00","8587062-2",14,0,0
"224.TA.92-2-j22-1.7.H","25:05:00","25:05:00","8592980-1",15,0,0
"224.TA.92-2-j22-1.7.H","25:06:00","25:06:00","8592997-2",16,0,0
"224.TA.92-2-j22-1.7.H","25:06:00","25:06:00","8592979-2",17,0,0
"224.TA.92-2-j22-1.7.H","25:08:00","25:08:00","8592978-4",18,0,0
"224.TA.92-2-j22-1.7.H","25:10:00","25:10:00","8592976-1",19,0,0
"224.TA.92-2-j22-1.7.H","25:11:00","25:11:00","8593038-2",20,0,0
"224.TA.92-2-j22-1.7.H","25:11:00","25:11:00","8593035-1",21,0,0
"224.TA.92-2-j22-1.7.H","25:13:00","25:13:00","8593043-1",22,0,0
"224.TA.92-2-j22-1.7.H","25:14:00","25:14:00","8593033-1",23,0,0
"224.TA.92-2-j22-1.7.H","25:15:00","25:15:00","8587080-1",24,0,0
"224.TA.92-2-j22-1.7.H","25:15:00","25:15:00","8593029-2",25,0,0
"224.TA.92-2-j22-1.7.H","25:16:00","25:16:00","8593031-1",26,0,0
"224.TA.92-2-j22-1.7.H","25:17:00","25:17:00","8592757-2",27,0,0
"224.TA.92-2-j22-1.7.H","25:18:00","25:18:00","8592755-1",28,0,0
"747.TA.92-2-j22-1.11.R","23:51:00","23:51:00","8592755-1",1,0,0
"747.TA.92-2-j22-1.11.R","23:52:00","23:52:00","8592757-1",2,0,0
"747.TA.92-2-j22-1.11.R","23:53:00","23:53:00","8593031-2",3,0,0
"747.TA.92-2-j22-1.11.R","23:53:00","23:53:00","8593029-1",4,0,0
"747.TA.92-2-j22-1.11.R","23:54:00","23:54:00","8587080-3",5,0,0
"747.TA.92-2-j22-1.11.R","23:55:00","23:55:00","8593033-2",6,0,0
"747.TA.92-2-j22-1.11.R","23:56:00","23:56:00","8593043-2",7,0,0
"747.TA.92-2-j22-1.11.R","23:57:00","23:57:00","8593035-2",8,0,0
"747.TA.92-2-j22-1.11.R","23:58:00","23:58:00","8593038-1",9,0,0
"747.TA.92-2-j22-1.11.R","23:59:00","23:59:00","8592976-2",10,0,0
"747.TA.92-2-j22-1.11.R","24:01:00","24:01:00","8592978-3",11,0,0
"747.TA.92-2-j22-1.11.R","24:02:00","24:02:00","8592979-1",12,0,0
"747.TA.92-2-j22-1.11.R","24:03:00","24:03:00","8592997-1",13,0,0
"747.TA.92-2-j22-1.11.R","24:04:00","24:04:00","8592980-2",14,0,0
"747.TA.92-2-j22-1.11.R","24:07:00","24:07:00","8587062-4",15,0,0
"747.TA.92-2-j22-1.11.R","24:08:00","24:08:00","8592908-3",16,0,0
"747.TA.92-2-j22-1.11.R","24:09:00","24:09:00","8592868-2",17,0,0
"747.TA.92-2-j22-1.11.R","24:10:00","24:10:00","8592782-1",18,0,0
"747.TA.92-2-j22-1.11.R","24:11:00","24:11:00","8592804-2",19,0,0
"747.TA.92-2-j22-1.11.R","24:12:00","24:12:00","8595022-2",20,0,0
"747.TA.92-2-j22-1.11.R","24:14:00","24:14:00","8587387-5",21,0,0
"747.TA.92-2-j22-1.11.R","24:15:00","24:15:00","8592862-2",22,0,0
"747.TA.92-2-j22-1.11.R","24:16:00","24:16:00","8587061-8",23,0,0
"747.TA.92-2-j22-1.11.R","24:19:00","24:19:00","8592883-5",24,0,0
"747.TA.92-2-j22-1.11.R","24:19:00","24:19:00","8592900-1",25,0,0
"747.TA.92-2-j22-1.11.R","24:20:00","24:20:00","8592925-2",26,0,0
"747.TA.92-2-j22-1.11.R","24:21:00","24:21:00","8592854-2",27,0,0
"747.TA.92-2-j22-1.11.R","24:22:00","24:22:00","8592876-1",28,0,0
"747.TA.92-2-j22-1.11.R","24:23:00","24:23:00","8587059-4",29,0,0
"238.TA.92-31-B-j22-1.3.R","06:31:00","06:31:00","8593087-1",1,0,0
"238.TA.92-31-B-j22-1.3.R","06:31:00","06:31:00","8587086-2",2,0,0
"238.TA.92-31-B-j22-1.3.R","06:32:00","06:32:00","8593085-2",3,0,0
"238.TA.92-31-B-j22-1.3.R","06:33:00","06:33:00","8593086-1",4,0,0
"238.TA.92-31-B-j22-1.3.R","06:35:00","06:35:00","8593119-1",5,0,0
"238.TA.92-31-B-j22-1.3.R","06:36:00","06:36:00","8593114-2",6,0,0
"238.TA.92-31-B-j22-1.3.R","06:36:00","06:36:00","8593109-2",7,0,0
"238.TA.92-31-B-j22-1.3.R","06:37:00","06:37:00","8593113-1",8,0,0
"238.TA.92-31-B-j22-1.3.R","06:39:00","06:39:00","8593107-1",9,0,0
"238.TA.92-31-B-j22-1.3.R","06:39:00","06:39:00","8592714-1",10,0,0
"238.TA.92-31-B-j22-1.3.R","06:40:00","06:40:00","8592711-6",11,0,0
"238.TA.92-31-B-j22-1.3.R","06:41:00","06:41:00","8592715-2",12,0,0
"238.TA.92-31-B-j22-1.3.R","06:42:00","06:42:00","8592707-1",13,0,0
"238.TA.92-31-B-j22-1.3.R","06:43:00","06:43:00","8592708-2",14,0,0
"238.TA.92-31-B-j22-1.3.R","06:44:00","06:44:00","8592713-4",15,0,0
"238.TA.92-31-B-j22-1.3.R","06:45:00","06:45:00","8592709-2",16,0,0
"238.TA.92-31-B-j22-1.3.R","06:46:00","06:46:00","8592716-1",17,0,0
"238.TA.92-31-B-j22-1.3.R","06:47:00","06:47:00","8588310-1",18,0,0
"5.TA.92-31-B-j22-1.2.H","05:55:00","05:55:00","8588310-1",1,0,0
"5.TA.92-31-B-j22-1.2.H","05:56:00","05:56:00","8592716-2",2,0,0
"5.TA.92-31-B-j22-1.2.H","05:57:00","05:57:00","8592709-4",3,0,0
"5.TA.92-31-B-j22-1.2.H","05:58:00","05:58:00","8592713-1",4,0,0
"5.TA.92-31-B-j22-1.2.H","05:59:00","05:59:00","8592708-1",5,0,0
"5.TA.92-31-B-j22-1.2.H","06:00:00","06:00:00","8592707-2",6,0,0
"5.TA.92-31-B-j22-1.2.H","06:01:00","06:01:00","8592715-1",7,0,0
"5.TA.92-31-B-j22-1.2.H","06:02:00","06:02:00","8592711-3",8,0,0
"5.TA.92-31-B-j22-1.2.H","06:03:00","06:03:00","8592714-2",9,0,0
"5.TA.92-31-B-j22-1.2.H","06:04:00","06:04:00","8593107-2",10,0,0
"5.TA.92-31-B-j22-1.2.H","06:06:00","06:06:00","8593113-2",11,0,0
"5.TA.92-31-B-j22-1.2.H","06:06:00","06:06:00","8593109-1",12,0,0
"5.TA.92-31-B-j22-1.2.H","06:07:00","06:07:00","8593114-1",13,0,0
"5.TA.92-31-B-j22-1.2.H","06:08:00","06:08:00","8593119-4",14,0,0
"5.TA.92-31-B-j22-1.2.H","06:09:00","06:09:00","8593086-2",15,0,0
"5.TA.92-31-B-j22-1.2.H","06:10:00","06:10:00","8593085-1",16,0,0
"5.TA.92-31-B-j22-1.2.H","06:11:00","06:11:00","8587086-1",17,0,0
"5.TA.92-31-B-j22-1.2.H","06:12:00","06:12:00","8593087-1",18,0,0
"77.TA.92-32-C-j22-1.2.H","05:53:00","05:53:00","8588310-4",1,0,0
"77.TA.92-32-C-j22-1.2.H","05:54:00","05:54:00","8593111-2",2,0,0
"77.TA.92-32-C-j22-1.2.H","05:55:00","05:55:00","8593110-2",3,0,0
"77.TA.92-32-C-j22-1.2.H","05:56:00","05:56:00","8593117-2",4,0,0
"77.TA.92-32-C-j22-1.2.H","05:57:00","05:57:00","8593106-2",5,0,0
"77.TA.92-32-C-j22-1.2.H","05:58:00","05:58:00","8593112-2",6,0,0
"77.TA.92-32-C-j22-1.2.H","06:00:00","06:00:00","8593116-1",7,0,0
"77.TA.92-32-C-j22-1.2.H","06:01:00","06:01:00","8507345-2",8,0,0
"77.TA.92-32-C-j22-1.2.H","06:02:00","06:02:00","8593116-1",9,0,0
"77.TA.92-32-C-j22-1.2.H","06:03:00","06:03:00","8593120-1",10,0,0
"77.TA.92-32-C-j22-1.2.H","06:04:00","06:04:00","8509315-1",11,0,0
"77.TA.92-32-C-j22-1.2.H","06:05:00","06:05:00","8509319-2",12,0,0
"77.TA.92-32-C-j22-1.2.H","06:06:00","06:06:00","8509321-2",13,0,0
"77.TA.92-32-C-j22-1.2.H","06:07:00","06:07:00","8593119-1",14,0,0
"77.TA.92-32-C-j22-1.2.H","06:09:00","06:09:00","8593084-1",15,0,0
"77.TA.92-32-C-j22-1.2.H","06:09:00","06:09:00","8507418-2",16,0,0
"77.TA.92-32-C-j22-1.2.H","06:10:00","06:10:00","8507420-1",17,0,0
"77.TA.92-32-C-j22-1.2.H","06:13:00","06:13:00","8592963-2",18,0,0
"77.TA.92-32-C-j22-1.2.H","06:13:00","06:13:00","8592970-4",19,0,0
"77.TA.92-32-C-j22-1.2.H","06:15:00","06:15:00","8592964-1",20,0,0
"77.TA.92-32-C-j22-1.2.H","06:15:00","06:15:00","8592968-3",21,0,0
"77.TA.92-32-C-j22-1.2.H","06:16:00","06:16:00","8592962-2",22,0,0
"77.TA.92-32-C-j22-1.2.H","06:17:00","06:17:00","8587068-2",23,0,0
"77.TA.92-32-C-j22-1.2.H","06:17:00","06:17:00","8592959-1",24,0,0
"77.TA.92-32-C-j22-1.2.H","06:18:00","06:18:00","8592967-2",25,0,0
"77.TA.92-32-C-j22-1.2.H","06:20:00","06:20:00","8592961-2",26,0,0
"77.TA.92-32-C-j22-1.2.H","06:21:00","06:21:00","8592966-1",27,0,0
"309.TA.92-32-C-j22-1.5.R","13:11:00","13:11:00","8592966-1",1,0,0
"309.TA.92-32-C-j22-1.5.R","13:12:00","13:12:00","8592961-1",2,0,0
"309.TA.92-32-C-j22-1.5.R","13:13:00","13:13:00","8592967-1",3,0,0
"309.TA.92-32-C-j22-1.5.R","13:14:00","13:14:00","8592959-2",4,0,0
"309.TA.92-32-C-j22-1.5.R","13:15:00","13:15:00","8587068-1",5,0,0
"309.TA.92-32-C-j22-1.5.R","13:15:00","13:15:00","8592962-1",6,0,0
"309.TA.92-32-C-j22-1.5.R","13:17:00","13:17:00","8592968-4",7,0,0
"309.TA.92-32-C-j22-1.5.R","13:17:00","13:17:00","8592964-2",8,0,0
"309.TA.92-32-C-j22-1.5.R","13:18:00","13:18:00","8592970-1",9,0,0
"309.TA.92-32-C-j22-1.5.R","13:19:00","13:19:00","8592963-1",10,0,0
"309.TA.92-32-C-j22-1.5.R","13:21:00","13:21:00","8507420-2",11,0,0
"309.TA.92-32-C-j22-1.5.R","13:22:00","13:22:00","8507418-1",12,0,0
"309.TA.92-32-C-j22-1.5.R","13:23:00","13:23:00","8593084-2",13,0,0
"309.TA.92-32-C-j22-1.5.R","13:25:00","13:25:00","8593119-1",14,0,0
"309.TA.92-32-C-j22-1.5.R","13:27:00","13:27:00","8509321-1",15,0,0
"309.TA.92-32-C-j22-1.5.R","13:27:00","13:27:00","8509319-1",16,0,0
"309.TA.92-32-C-j22-1.5.R","13:28:00","13:28:00","8509315-2",17,0,0
"309.TA.92-32-C-j22-1.5.R","13:28:00","13:28:00","8593120-2",18,0,0
"309.TA.92-32-C-j22-1.5.R","13:29:00","13:29:00","8593116-4",19,0,0
"309.TA.92-32-C-j22-1.5.R","13:31:00","13:31:00","8507345-2",20,0,0
"309.TA.92-32-C-j22-1.5.R","13:32:00","13:32:00","8593116-4",21,0,0
"309.TA.92-32-C-j22-1.5.R","13:34:00","13:34:00","8593112-1",22,0,0
"309.TA.92-32-C-j22-1.5.R","13:35:00","13:35:00","8593106-1",23,0,0
"309.TA.92-32-C-j22-1.5.R","13:36:00","13:36:00","8593117-1",24,0,0
"309.TA.92-32-C-j22-1.5.R","13:36:00","13:36:00","8593110-1",25,0,0
"309.TA.92-32-C-j22-1.5.R","13:37:00","13:37:00","8593111-1",26,0,0
"309.TA.92-32-C-j22-1.5.R","13:39:00","13:39:00","8588310-1",27,0,0
"239.TA.92-33-C-j22-1.3.R","24:12:00","24:12:00","8593087-2",1,0,0
"239.TA.92-33-C-j22-1.3.R","24:13:00","24:13:00","8595227-2",2,0,0
"239.TA.92-33-C-j22-1.3.R","24:13:00","24:13:00","8595226-2",3,0,0
"239.TA.92-33-C-j22-1.3.R","24:15:00","24:15:00","8587382-2",4,0,0
"239.TA.92-33-C-j22-1.3.R","24:15:00","24:15:00","8587043-2",5,0,0
"239.TA.92-33-C-j22-1.3.R","24:16:00","24:16:00","8592718-1",6,0,0
"239.TA.92-33-C-j22-1.3.R","24:17:00","24:17:00","8593133-2",7,0,0
"239.TA.92-33-C-j22-1.3.R","24:17:00","24:17:00","8593129-1",8,0,0
"239.TA.92-33-C-j22-1.3.R","24:18:00","24:18:00","8593131-2",9,0,0
"239.TA.92-33-C-j22-1.3.R","24:19:00","24:19:00","8587094-2",10,0,0
"239.TA.92-33-C-j22-1.3.R","24:19:00","24:19:00","8587042-1",11,0,0
"239.TA.92-33-C-j22-1.3.R","24:20:00","24:20:00","8593132-2",12,0,0
"239.TA.92-33-C-j22-1.3.R","24:21:00","24:21:00","8593136-1",13,0,0
"239.TA.92-33-C-j22-1.3.R","24:21:00","24:21:00","8592744-1",14,0,0
"239.TA.92-33-C-j22-1.3.R","24:22:00","24:22:00","8587047-3",15,0,0
"239.TA.92-33-C-j22-1.3.R","24:22:00","24:22:00","8592748-2",16,0,0
"239.TA.92-33-C-j22-1.3.R","24:23:00","24:23:00","8587384-3",17,0,0
"239.TA.92-33-C-j22-1.3.R","24:24:00","24:24:00","8507355-2",18,0,0
"239.TA.92-33-C-j22-1.3.R","24:25:00","24:25:00","8507347-1",19,0,0
"239.TA.92-33-C-j22-1.3.R","24:27:00","24:27:00","8592865-1",20,0,0
"239.TA.92-33-C-j22-1.3.R","24:28:00","24:28:00","8592773-2",21,0,0
"239.TA.92-33-C-j22-1.3.R","24:30:00","24:30:00","8592883-1",22,0,0
"239.TA.92-33-C-j22-1.3.R","24:31:00","24:31:00","8587061-6",23,0,0
"1.TA.92-33-C-j22-1.1.H","06:11:00","06:11:00","8587061-6",1,0,0
"1.TA.92-33-C-j22-1.1.H","06:12:00","06:12:00","8592883-4",2,0,0
"1.TA.92-33-C-j22-1.1.H","06:14:00","06:14:00","8592773-1",3,0,0
"1.TA.92-33-C-j22-1.1.H","06:15:00","06:15:00","8592865-2",4,0,0
"1.TA.92-33-C-j22-1.1.H","06:16:00","06:16:00","8507347-2",5,0,0
"1.TA.92-33-C-j22-1.1.H","06:17:00","06:17:00","8507355-1",6,0,0
"1.TA.92-33-C-j22-1.1.H","06:19:00","06:19:00","8587384-1",7,0,0
"1.TA.92-33-C-j22-1.1.H","06:19:00","06:19:00","8592748-1",8,0,0
"1.TA.92-33-C-j22-1.1.H","06:20:00","06:20:00","8587047-1",9,0,0
"1.TA.92-33-C-j22-1.1.H","06:20:00","06:20:00","8592744-2",10,0,0
"1.TA.92-33-C-j22-1.1.H","06:21:00","06:21:00","8593136-2",11,0,0
"1.TA.92-33-C-j22-1.1.H","06:22:00","06:22:00","8593132-1",12,0,0
"1.TA.92-33-C-j22-1.1.H","06:23:00","06:23:00","8587042-2",13,0,0
"1.TA.92-33-C-j22-1.1.H","06:24:00","06:24:00","8587094-1",14,0,0
"1.TA.92-33-C-j22-1.1.H","06:24:00","06:24:00","8593131-1",15,0,0
"1.TA.92-33-C-j22-1.1.H","06:25:00","06:25:00","8593129-3",16,0,0
"1.TA.92-33-C-j22-1.1.H","06:25:00","06:25:00","8593133-1",17,0,0
"1.TA.92-33-C-j22-1.1.H","06:26:00","06:26:00","8592718-2",18,0,0
"1.TA.92-33-C-j22-1.1.H","06:27:00","06:27:00","8587043-1",19,0,0
"1.TA.92-33-C-j22-1.1.H","06:27:00","06:27:00","8587382-3",20,0,0
"1.TA.92-33-C-j22-1.1.H","06:29:00","06:29:00","8595226-1",21,0,0
"1.TA.92-33-C-j22-1.1.H","06:29:00","06:29:00","8595227-1",22,0,0
"1.TA.92-33-C-j22-1.1.H","06:31:00","06:31:00","8593087-1",23,0,0
"110.TA.92-34-A-j22-1.3.H","05:52:00","05:52:00","8589097-2",1,0,0
"110.TA.92-34-A-j22-1.3.H","05:53:00","05:53:00","8593200-1",2,0,0
"110.TA.92-34-A-j22-1.3.H","05:54:00","05:54:00","8587906-1",3,0,0
"110.TA.92-34-A-j22-1.3.H","05:55:00","05:55:00","8593201-2",4,0,0
"110.TA.92-34-A-j22-1.3.H","05:55:00","05:55:00","8593207-2",5,0,0
"110.TA.92-34-A-j22-1.3.H","05:56:00","05:56:00","8593203-2",6,0,0
"110.TA.92-34-A-j22-1.3.H","05:57:00","05:57:00","8593213-1",7,0,0
"110.TA.92-34-A-j22-1.3.H","05:58:00","05:58:00","8593210-2",8,0,0
"110.TA.92-34-A-j22-1.3.H","05:59:00","05:59:00","8593123-2",9,0,0
"110.TA.92-34-A-j22-1.3.H","06:00:00","06:00:00","8593111-1",10,0,0
"110.TA.92-34-A-j22-1.3.H","06:01:00","06:01:00","8588310-5",11,0,0
"110.TA.92-34-A-j22-1.3.H","06:03:00","06:03:00","8592704-1",12,0,0
"110.TA.92-34-A-j22-1.3.H","06:04:00","06:04:00","8592701-3",13,0,0
"110.TA.92-34-A-j22-1.3.H","06:05:00","06:05:00","8592698-1",14,0,0
"110.TA.92-34-A-j22-1.3.H","06:06:00","06:06:00","8592699-1",15,0,0
"110.TA.92-34-A-j22-1.3.H","06:07:00","06:07:00","8592696-2",16,0,0
"110.TA.92-34-A-j22-1.3.H","06:08:00","06:08:00","8592697-2",17,0,0
"110.TA.92-34-A-j22-1.3.H","06:09:00","06:09:00","8592700-2",18,0,0
"110.TA.92-34-A-j22-1.3.H","06:11:00","06:11:00","8592711-3",19,0,0
"110.TA.92-34-A-j22-1.3.H","06:11:00","06:11:00","8592714-1",20,0,0
"110.TA.92-34-A-j22-1.3.H","06:13:00","06:13:00","8593107-2",21,0,0
"110.TA.92-34-A-j22-1.3.H","06:14:00","06:14:00","8593113-2",22,0,0
"110.TA.92-34-A-j22-1.3.H","06:15:00","06:15:00","8593109-1",23,0,0
"110.TA.92-34-A-j22-1.3.H","06:16:00","06:16:00","8595229-1",24,0,0
"110.TA.92-34-A-j22-1.3.H","06:17:00","06:17:00","8595225-1",25,0,0
"110.TA.92-34-A-j22-1.3.H","06:18:00","06:18:00","8595229-1",26,0,0
"110.TA.92-34-A-j22-1.3.H","06:20:00","06:20:00","8593135-1",27,0,0
"110.TA.92-34-A-j22-1.3.H","06:21:00","06:21:00","8593129-4",28,0,0
"110.TA.92-34-A-j22-1.3.H","06:22:00","06:22:00","8593133-1",29,0,0
"110.TA.92-34-A-j22-1.3.H","06:22:00","06:22:00","8592718-2",30,0,0
"110.TA.92-34-A-j22-1.3.H","06:23:00","06:23:00","8587043-1",31,0,0
"110.TA.92-34-A-j22-1.3.H","06:24:00","06:24:00","8587382-3",32,0,0
"271.TA.92-34-A-j22-1.5.R","11:42:00","11:42:00","8587382-1",1,0,0
"271.TA.92-34-A-j22-1.5.R","11:42:00","11:42:00","8587043-2",2,0,0
"271.TA.92-34-A-j22-1.5.R","11:43:00","11:43:00","8592718-1",3,0,0
"271.TA.92-34-A-j22-1.5.R","11:44:00","11:44:00","8593133-2",4,0,0
"271.TA.92-34-A-j22-1.5.R","11:45:00","11:45:00","8593129-2",5,0,0
"271.TA.92-34-A-j22-1.5.R","11:46:00","11:46:00","8593135-2",6,0,0
"271.TA.92-34-A-j22-1.5.R","11:48:00","11:48:00","8595229-1",7,0,0
"271.TA.92-34-A-j22-1.5.R","11:49:00","11:49:00","8595225-1",8,0,0
"271.TA.92-34-A-j22-1.5.R","11:50:00","11:50:00","8595229-1",9,0,0
"271.TA.92-34-A-j22-1.5.R","11:51:00","11:51:00","8593109-2",10,0,0
"271.TA.92-34-A-j22-1.5.R","11:52:00","11:52:00","8593113-1",11,0,0
"271.TA.92-34-A-j22-1.5.R","11:54:00","11:54:00","8593107-1",12,0,0
"271.TA.92-34-A-j22-1.5.R","11:54:00","11:54:00","8592714-2",13,0,0
"271.TA.92-34-A-j22-1.5.R","11:55:00","11:55:00","8592711-6",14,0,0
"271.TA.92-34-A-j22-1.5.R","11:57:00","11:57:00","8592700-1",15,0,0
"271.TA.92-34-A-j22-1.5.R","11:58:00","11:58:00","8592697-1",16,0,0
"271.TA.92-34-A-j22-1.5.R","11:59:00","11:59:00","8592696-1",17,0,0
"271.TA.92-34-A-j22-1.5.R","12:00:00","12:00:00","8592699-2",18,0,0
"271.TA.92-34-A-j22-1.5.R","12:01:00","12:01:00","8592698-2",19,0,0
"271.TA.92-34-A-j22-1.5.R","12:03:00","12:03:00","8592701-2",20,0,0
"271.TA.92-34-A-j22-1.5.R","12:04:00","12:04:00","8592704-2",21,0,0
"271.TA.92-34-A-j22-1.5.R","12:05:00","12:05:00","8588310-4",22,0,0
"271.TA.92-34-A-j22-1.5.R","12:06:00","12:06:00","8593111-3",23,0,0
"271.TA.92-34-A-j22-1.5.R","12:07:00","12:07:00","8593123-1",24,0,0
"271.TA.92-34-A-j22-1.5.R","12:08:00","12:08:00","8593210-1",25,0,0
"271.TA.92-34-A-j22-1.5.R","12:08:00","12:08:00","8593213-2",26,0,0
"271.TA.92-34-A-j22-1.5.R","12:09:00","12:09:00","8593203-1",27,0,0
"271.TA.92-34-A-j22-1.5.R","12:10:00","12:10:00","8593207-3",28,0,0
"271.TA.92-34-A-j22-1.5.R","12:10:00","12:10:00","8593201-4",29,0,0
"271.TA.92-34-A-j22-1.5.R","12:11:00","12:11:00","8587906-1",30,0,0
"271.TA.92-34-A-j22-1.5.R","12:12:00","12:12:00","8593200-2",31,0,0
"271.TA.92-34-A-j22-1.5.R","12:14:00","12:14:00","8589097-2",32,0,0
"1.TA.92-35-j22-1.1.H","05:50:00","05:50:00","8592908-1",1,0,0
"1.TA.92-35-j22-1.1.H","05:51:00","05:51:00","8592923-2",2,0,0
"1.TA.92-35-j22-1.1.H","05:54:00","05:54:00","8592804-3",3,0,0
"1.TA.92-35-j22-1.1.H","05:55:00","05:55:00","8592819-1",4,0,0
"1.TA.92-35-j22-1.1.H","05:57:00","05:57:00","8592915-3",5,0,0
"1.TA.92-35-j22-1.1.H","05:58:00","05:58:00","8596094-1",6,0,0
"1.TA.92-35-j22-1.1.H","05:59:00","05:59:00","8592780-3",7,0,0
"1.TA.92-35-j22-1.1.H","06:00:00","06:00:00","8592853-1",8,0,0
"1.TA.92-35-j22-1.1.H","06:02:00","06:02:00","8592837-1",9,0,0
"1.TA.92-35-j22-1.1.H","06:03:00","06:03:00","8592898-3",10,0,0
"1.TA.92-35-j22-1.1.H","06:04:00","06:04:00","8595999-1",11,0,0
"1.TA.92-35-j22-1.1.H","06:04:00","06:04:00","8592892-1",12,0,0
"1.TA.92-35-j22-1.1.H","06:05:00","06:05:00","8592786-1",13,0,0
"339.TA.92-35-j22-1.2.R","22:38:00","22:38:00","8592786-1",1,0,0
"339.TA.92-35-j22-1.2.R","22:39:00","22:39:00","8592796-1",2,0,0
"339.TA.92-35-j22-1.2.R","22:40:00","22:40:00","8592886-1",3,0,0
"339.TA.92-35-j22-1.2.R","22:41:00","22:41:00","8592898-1",4,0,0
"339.TA.92-35-j22-1.2.R","22:43:00","22:43:00","8592837-4",5,0,0
"339.TA.92-35-j22-1.2.R","22:44:00","22:44:00","8592853-2",6,0,0
"339.TA.92-35-j22-1.2.R","22:46:00","22:46:00","8592780-1",7,0,0
"339.TA.92-35-j22-1.2.R","22:47:00","22:47:00","8596094-2",8,0,0
"339.TA.92-35-j22-1.2.R","22:48:00","22:48:00","8592915-1",9,0,0
"339.TA.92-35-j22-1.2.R","22:49:00","22:49:00","8592819-2",10,0,0
"339.TA.92-35-j22-1.2.R","22:50:00","22:50:00","8592782-1",11,0,0
"339.TA.92-35-j22-1.2.R","22:52:00","22:52:00","8592923-1",12,0,0
"339.TA.92-35-j22-1.2.R","22:53:00","22:53:00","8592908-1",13,0,0
"10.TA.92-36-D-j22-1.2.H","08:39:00","08:39:00","8592885-6",1,0,0
"10.TA.92-36-D-j22-1.2.H","08:40:00","08:40:00","8587387-5",2,0,0
"10.TA.92-36-D-j22-1.2.H","08:41:00","08:41:00","8592862-2",3,0,0
"10.TA.92-36-D-j22-1.2.H","08:43:00","08:43:00","8587061-8",4,0,0
"10.TA.92-36-D-j22-1.2.H","08:44:00","08:44:00","8592907-1",5,0,0
"10.TA.92-36-D-j22-1.2.H","08:45:00","08:45:00","8592820-1",6,0,0
"10.TA.92-36-D-j22-1.2.H","08:46:00","08:46:00","8592879-1",7,0,0
"10.TA.92-36-D-j22-1.2.H","08:47:00","08:47:00","8592828-1",8,0,0
